,Length_Title,Length_Concultatory
13511,68,402
13512,95,933
13513,106,572
13514,71,576
13515,82,399
13516,130,556
13517,54,394
13518,121,547
13519,117,569
13520,115,754
13521,182,366
13522,113,1112
13523,99,367
13524,126,1233
13525,91,277
13526,88,380
13527,91,163
13528,128,768
13529,71,516
13530,49,675
13531,51,694
13532,71,461
13533,136,235
13534,94,804
13535,148,820
13536,56,522
13537,191,630
13538,101,471
13539,50,316
13540,41,551
13541,75,298
13542,103,413
13543,73,304
13544,130,483
13545,187,551
13546,102,167
13547,55,365
13548,283,712
13549,102,360
13550,252,1149
13551,107,171
13552,121,346
13553,253,515
13554,254,1672
13555,55,207
13556,132,1439
13557,194,1339
13558,71,248
13559,122,1658
13560,192,455
13561,288,1724
13562,204,1306
13563,97,702
13564,74,274
13565,70,160
13566,37,158
13567,53,340
13568,189,804
13569,70,1974
13570,96,96
13571,119,426
13572,211,565
13573,58,58
13574,104,301
13575,87,149
13576,162,359
13577,137,533
13578,85,553
13579,167,981
13580,92,318
13581,67,382
13582,76,423
13583,60,298
13584,84,84
13585,154,237
13586,80,442
13587,147,326
13588,101,800
13589,107,1807
13590,71,409
13591,128,523
13592,57,272
13593,62,275
13594,85,457
13595,109,206
13596,98,255
13597,229,1892
13598,77,506
13599,60,270
13600,58,159
13601,57,269
13602,87,209
13603,77,133
13604,54,367
13605,74,137
13606,129,295
13607,102,102
13608,59,262
13609,59,257
13610,78,175
13611,115,224
13612,187,1831
13613,114,262
13614,93,157
13615,94,696
13616,135,617
13617,157,382
13618,35,390
13619,194,174
13620,33,239
13621,69,1291
13622,118,416
13623,55,525
13624,107,182
13625,81,367
13626,50,186
13627,58,265
13628,84,192
13629,244,875
13630,50,743
13631,87,232
13632,184,896
13633,84,315
13634,156,427
13635,62,563
13636,56,351
13637,83,280
13638,178,593
13639,38,399
13640,154,870
13641,71,631
13642,224,522
13643,89,342
13644,90,209
13645,148,1013
13646,169,424
13647,80,339
13648,55,288
13649,73,192
13650,151,335
13651,29,726
13652,104,2023
13653,37,393
13654,114,399
13655,43,195
13656,105,460
13657,121,293
13658,164,446
13659,252,212
13660,88,173
13661,100,348
13662,61,452
13663,119,166
13664,64,448
13665,66,257
13666,126,252
13667,201,449
13668,30,307
13669,58,126
13670,89,1142
13671,90,176
13672,65,435
13673,193,653
13674,79,447
13675,83,285
13676,114,618
13677,72,288
13678,101,480
13679,82,166
13680,59,688
13681,114,781
13682,125,1290
13683,71,354
13684,66,521
13685,56,264
13686,178,451
13687,62,740
13688,124,307
13689,206,549
13690,69,527
13691,81,674
13692,48,243
13693,32,32
13694,234,887
13695,101,210
13696,29,266
13697,117,226
13698,160,229
13699,111,258
13700,72,1361
13701,66,66
13702,64,64
13703,67,67
13704,66,66
13705,64,64
13706,63,63
13707,121,667
13708,306,831
13709,383,584
13710,306,512
13711,346,432
13712,107,361
13713,183,286
13714,62,423
13715,177,861
13716,242,1719
13717,103,475
13718,76,261
13719,88,1455
13720,184,509
13721,151,619
13722,129,585
13723,32,164
13724,75,210
13725,232,2478
13726,86,650
13727,198,377
13728,173,681
13729,177,859
13730,40,526
13731,173,1330
13732,138,885
13733,61,830
13734,90,946
13735,142,795
13736,138,987
13737,126,533
13738,80,713
13739,19,203
13740,200,573
13741,69,785
13742,254,559
13743,214,892
13744,192,1087
13745,330,487
13746,207,1307
13747,215,437
13748,239,1947
13749,82,234
13750,41,126
13751,259,267
13752,90,395
13753,90,578
13754,134,281
13755,109,167
13756,76,305
13757,131,847
13758,140,309
13759,35,293
13760,145,1691
13761,237,253
13762,144,377
13763,121,801
13764,31,362
13765,208,395
13766,65,991
13767,122,122
13768,150,316
13769,67,491
13770,125,304
13771,173,1115
13772,219,695
13773,37,989
13774,86,238
13775,56,260
13776,244,438
13777,52,282
13778,309,743
13779,563,594
13780,563,851
13781,206,1082
13782,79,1558
13783,162,858
13784,196,407
13785,127,211
13786,112,389
13787,100,1160
13788,81,301
13789,236,241
13790,179,621
13791,89,314
13792,32,504
13793,106,1089
13794,183,1088
13795,131,769
13796,25,221
13797,232,291
13798,84,531
13799,131,431
13800,340,308
13801,108,548
13802,241,708
13803,51,734
13804,68,1103
13805,55,747
13806,41,607
13807,205,348
13808,87,254
13809,95,1993
13810,105,510
13811,75,743
13812,111,340
13813,72,183
13814,103,297
13815,82,544
13816,110,229
13817,110,232
13818,172,1066
13819,57,479
13820,147,1378
13821,129,584
13822,192,426
13823,51,438
13824,89,417
13825,20,20
13826,239,888
13827,71,691
13828,132,259
13829,90,90
13830,94,326
13831,105,741
13832,80,80
13833,236,313
13834,95,534
13835,68,723
13836,155,433
13837,31,174
13838,56,56
13839,108,757
13840,135,244
13841,60,586
13842,154,921
13843,51,590
13844,75,513
13845,67,338
13846,54,54
13847,205,235
13848,154,576
13849,180,376
13850,153,1310
13851,208,504
13852,66,435
13853,87,1352
13854,90,241
13855,64,266
13856,147,1716
13857,80,365
13858,80,192
13859,80,262
13860,80,206
13861,72,202
13862,72,469
13863,78,375
13864,82,174
13865,80,635
13866,89,431
13867,68,539
13868,68,167
13869,64,513
13870,135,541
13871,128,205
13872,47,627
13873,55,347
13874,78,235
13875,78,964
13876,178,266
13877,80,835
13878,141,523
13879,212,253
13880,147,126
13881,118,624
13882,112,626
13883,80,860
13884,107,498
13885,107,495
13886,156,388
13887,81,638
13888,70,563
13889,72,455
13890,99,191
13891,40,340
13892,91,378
13893,91,362
13894,16,344
13895,86,256
13896,84,223
13897,84,228
13898,84,245
13899,84,228
13900,113,240
13901,70,202
13902,76,182
13903,76,199
13904,68,477
13905,46,262
13906,100,277
13907,52,405
13908,54,428
13909,68,367
13910,161,187
13911,61,430
13912,54,367
13913,174,218
13914,74,441
13915,166,261
13916,101,273
13917,111,263
13918,71,446
13919,70,341
13920,79,780
13921,54,184
13922,137,246
13923,23,441
13924,120,547
13925,130,131
13926,134,132
13927,139,1255
13928,82,374
13929,66,331
13930,52,527
13931,78,283
13932,76,466
13933,183,592
13934,86,252
13935,84,658
13936,24,609
13937,78,363
13938,78,714
13939,99,191
13940,89,705
13941,36,621
13942,79,687
13943,68,239
13944,25,228
13945,76,129
13946,80,206
13947,76,306
13948,69,312
13949,79,602
13950,82,313
13951,64,558
13952,82,315
13953,80,776
13954,40,389
13955,76,390
13956,64,450
13957,47,413
13958,23,765
13959,99,670
13960,54,366
13961,99,360
13962,72,451
13963,73,263
13964,84,285
13965,78,258
13966,85,503
13967,82,254
13968,84,312
13969,126,289
13970,72,198
13971,88,205
13972,53,278
13973,65,241
13974,106,206
13975,106,205
13976,78,207
13977,235,174
13978,81,203
13979,78,202
13980,106,196
13981,78,188
13982,235,182
13983,106,198
13984,193,210
13985,80,211
13986,106,199
13987,78,191
13988,73,206
13989,106,202
13990,118,207
13991,78,859
13992,78,261
13993,72,213
13994,67,369
13995,80,211
13996,82,205
13997,74,215
13998,74,223
13999,82,208
14000,82,211
14001,79,181
14002,74,210
14003,74,244
14004,80,357
14005,82,218
14006,65,373
14007,80,265
14008,79,345
14009,130,321
14010,101,274
14011,195,403
14012,34,938
14013,113,227
14014,63,288
14015,65,456
14016,56,539
14017,108,323
14018,95,336
14019,70,244
14020,166,1142
14021,67,160
14022,74,488
14023,115,1228
14024,62,530
14025,97,323
14026,108,375
14027,108,414
14028,130,1215
14029,103,791
14030,82,236
14031,74,208
14032,95,692
14033,66,569
14034,79,632
14035,31,317
14036,81,1058
14037,133,823
14038,72,414
14039,70,533
14040,81,280
14041,63,1116
14042,107,518
14043,154,550
14044,92,781
14045,99,529
14046,142,322
14047,65,736
14048,113,768
14049,74,476
14050,66,1450
14051,52,228
14052,60,332
14053,85,281
14054,60,439
14055,79,982
14056,99,300
14057,58,541
14058,113,258
14059,154,126
14060,54,717
14061,83,338
14062,51,434
14063,73,606
14064,76,320
14065,181,1512
14066,157,1034
14067,157,1154
14068,57,996
14069,92,143
14070,201,167
14071,84,326
14072,100,714
14073,40,324
14074,72,498
14075,42,727
14076,46,705
14077,75,697
14078,121,541
14079,67,581
14080,78,1273
14081,111,217
14082,55,290
14083,89,780
14084,106,769
14085,84,788
14086,67,638
14087,70,197
14088,54,599
14089,54,3649
14090,69,502
14091,66,387
14092,49,411
14093,54,390
14094,82,472
14095,84,493
14096,130,427
14097,91,304
14098,81,519
14099,190,532
14100,82,393
14101,197,1050
14102,222,508
14103,65,711
14104,175,737
14105,99,710
14106,170,730
14107,84,252
14108,136,607
14109,145,239
14110,53,707
14111,269,700
14112,68,750
14113,120,585
14114,112,500
14115,114,383
14116,198,522
14117,153,546
14118,196,209
14119,226,123
14120,181,799
14121,56,283
14122,177,296
14123,139,796
14124,174,443
14125,74,421
14126,212,647
14127,191,530
14128,41,759
14129,119,498
14130,160,648
14131,158,847
14132,42,204
14133,114,502
14134,193,372
14135,57,794
14136,71,131
14137,66,502
14138,52,391
14139,85,291
14140,119,708
14141,180,318
14142,193,475
14143,94,489
14144,212,272
14145,41,271
14146,235,830
14147,107,326
14148,74,296
14149,112,338
14150,162,505
14151,70,751
14152,136,847
14153,121,197
14154,55,1361
14155,59,555
14156,163,933
14157,267,538
14158,136,779
14159,87,474
14160,82,1261
14161,122,244
14162,88,371
14163,100,198
14164,205,362
14165,214,853
14166,109,852
14167,147,348
14168,102,1380
14169,114,228
14170,118,201
14171,67,144
14172,110,251
14173,61,1001
14174,55,502
14175,78,1052
14176,144,256
14177,122,122
14178,58,423
14179,127,551
14180,51,731
14181,96,385
14182,103,613
14183,310,318
14184,62,758
14185,63,550
14186,54,332
14187,51,203
14188,64,657
14189,68,160
14190,62,253
14191,133,522
14192,86,158
14193,137,931
14194,34,361
14195,33,185
14196,63,152
14197,86,499
14198,129,513
14199,54,216
14200,79,346
14201,99,406
14202,69,251
14203,57,97
14204,242,1242
14205,154,310
14206,196,204
14207,104,385
14208,165,199
14209,29,415
14210,94,224
14211,55,828
14212,160,604
14213,50,287
14214,99,615
14215,94,386
14216,87,1501
14217,120,120
14218,99,583
14219,225,377
14220,221,1665
14221,134,574
14222,82,1185
14223,82,82
14224,110,183
14225,105,105
14226,160,431
14227,175,444
14228,112,488
14229,119,1572
14230,139,1221
14231,157,467
14232,216,1491
14233,93,658
14234,409,779
14235,215,521
14236,198,588
14237,217,371
14238,146,539
14239,235,1588
14240,106,234
14241,189,365
14242,189,505
14243,239,445
14244,189,295
14245,144,930
14246,106,453
14247,160,596
14248,244,267
14249,129,538
14250,230,553
14251,228,689
14252,193,454
14253,188,616
14254,69,645
14255,241,1377
14256,27,473
14257,89,157
14258,161,343
14259,138,796
14260,159,362
14261,92,254
14262,177,249
14263,170,1049
14264,176,625
14265,41,155
14266,219,1054
14267,149,340
14268,203,328
14269,212,393
14270,63,312
14271,130,470
14272,221,316
14273,53,678
14274,59,320
14275,49,236
14276,111,729
14277,191,910
14278,200,659
14279,225,450
14280,200,1717
14281,134,777
14282,121,325
14283,272,741
14284,86,572
14285,217,790
14286,61,197
14287,151,580
14288,85,794
14289,123,249
14290,163,527
14291,109,495
14292,130,1331
14293,78,499
14294,278,830
14295,138,503
14296,106,515
14297,236,753
14298,128,469
14299,179,484
14300,244,1540
14301,238,657
14302,193,798
14303,112,229
14304,203,1015
14305,66,937
14306,80,687
14307,95,308
14308,119,119
14309,58,143
14310,100,406
14311,149,231
14312,170,915
14313,55,696
14314,85,831
14315,208,490
14316,154,539
14317,165,1563
14318,127,404
14319,71,134
14320,73,268
14321,231,682
14322,187,3053
14323,194,3200
14324,128,848
14325,205,341
14326,160,420
14327,178,134
14328,200,514
14329,101,344
14330,233,412
14331,168,631
14332,146,435
14333,56,210
14334,254,1250
14335,254,828
14336,112,434
14337,395,983
14338,159,546
14339,128,222
14340,42,590
14341,102,219
14342,162,1345
14343,90,170
14344,152,1185
14345,52,150
14346,158,430
14347,146,329
14348,100,163
14349,122,122
14350,65,173
14351,52,412
14352,49,426
14353,85,385
14354,59,194
14355,157,628
14356,47,300
14357,61,347
14358,155,298
14359,126,134
14360,90,543
14361,82,511
14362,86,425
14363,64,86
14364,158,225
14365,80,252
14366,116,315
14367,90,725
14368,483,1351
14369,80,332
14370,23,626
14371,197,485
14372,23,707
14373,23,307
14374,135,188
14375,86,86
14376,84,279
14377,180,407
14378,71,249
14379,102,410
14380,233,857
14381,74,635
14382,163,541
14383,143,1006
14384,138,427
14385,76,605
14386,125,549
14387,70,282
14388,54,325
14389,118,390
14390,87,447
14391,128,701
14392,59,152
14393,121,312
14394,41,484
14395,70,180
14396,79,304
14397,80,475
14398,126,301
14399,143,481
14400,37,489
14401,87,318
14402,55,928
14403,44,179
14404,75,132
14405,46,285
14406,78,446
14407,55,725
14408,90,381
14409,139,1814
14410,107,232
14411,181,549
14412,101,256
14413,155,200
14414,54,255
14415,129,341
14416,173,363
14417,57,575
14418,186,594
14419,62,441
14420,155,265
14421,88,88
14422,153,557
14423,148,556
14424,109,373
14425,91,150
14426,94,271
14427,89,205
14428,250,1804
14429,45,154
14430,234,613
14431,93,524
14432,44,481
14433,182,250
14434,118,310
14435,294,842
14436,43,404
14437,50,462
14438,28,390
14439,91,791
14440,162,624
14441,28,1030
14442,62,633
14443,41,348
14444,47,230
14445,195,1650
14446,90,726
14447,104,315
14448,79,175
14449,73,352
14450,57,416
14451,121,986
14452,56,446
14453,43,250
14454,150,283
14455,101,133
14456,51,344
14457,28,470
14458,32,485
14459,51,1608
14460,20,261
14461,78,222
14462,168,532
14463,113,403
14464,82,247
14465,48,183
14466,124,248
14467,217,376
14468,237,2859
14469,189,394
14470,95,682
14471,119,350
14472,40,222
14473,114,626
14474,71,203
14475,203,476
14476,84,232
14477,125,243
14478,83,323
14479,100,256
14480,186,461
14481,72,193
14482,282,490
14483,157,363
14484,195,783
14485,92,153
14486,101,194
14487,100,444
14488,86,496
14489,47,367
14490,162,511
14491,156,374
14492,352,228
14493,208,582
14494,213,615
14495,71,71
14496,81,263
14497,53,53
14498,86,86
14499,84,262
14500,173,445
14501,176,632
14502,101,479
14503,116,387
14504,63,237
14505,100,521
14506,73,199
14507,95,311
14508,95,394
14509,102,165
14510,63,232
14511,100,322
14512,123,442
14513,61,361
14514,86,436
14515,79,252
14516,49,49
14517,74,196
14518,26,159
14519,109,906
14520,177,303
14521,58,417
14522,61,685
14523,191,645
14524,179,675
14525,193,910
14526,57,512
14527,172,357
14528,77,348
14529,64,378
14530,61,506
14531,32,326
14532,76,411
14533,35,523
14534,77,433
14535,71,922
14536,44,281
14537,95,752
14538,69,485
14539,147,606
14540,46,234
14541,23,170
14542,55,309
14543,136,277
14544,70,238
14545,92,204
14546,59,179
14547,146,335
14548,34,293
14549,62,755
14550,150,189
14551,72,421
14552,81,224
14553,55,360
14554,44,935
14555,80,575
14556,102,345
14557,83,281
14558,105,656
14559,75,173
14560,98,115
14561,168,367
14562,69,260
14563,100,305
14564,45,354
14565,36,495
14566,83,575
14567,58,254
14568,53,220
14569,64,257
14570,58,212
14571,123,533
14572,105,422
14573,88,325
14574,119,352
14575,59,216
14576,62,268
14577,77,738
14578,86,392
14579,50,199
14580,193,343
14581,156,879
14582,163,335
14583,534,705
14584,137,818
14585,198,850
14586,209,849
14587,75,1184
14588,135,339
14589,70,520
14590,118,702
14591,60,578
14592,63,519
14593,43,321
14594,77,380
14595,66,427
14596,107,377
14597,72,350
14598,158,913
14599,77,466
14600,95,393
14601,185,1070
14602,91,205
14603,109,260
14604,135,441
14605,65,409
14606,120,1012
14607,72,135
14608,85,349
14609,45,222
14610,77,314
14611,101,316
14612,104,525
14613,63,280
14614,71,1199
14615,83,338
14616,51,257
14617,133,1711
14618,158,596
14619,122,384
14620,164,716
14621,442,519
14622,56,289
14623,79,537
14624,68,493
14625,51,314
14626,95,724
14627,39,262
14628,74,441
14629,93,413
14630,35,387
14631,167,698
14632,98,232
14633,96,502
14634,132,276
14635,253,805
14636,324,741
14637,215,711
14638,68,207
14639,159,424
14640,92,340
14641,93,1101
14642,99,215
14643,190,1031
14644,213,751
14645,191,1070
14646,97,469
14647,75,781
14648,125,312
14649,70,70
14650,75,354
14651,119,171
14652,83,685
14653,134,2337
14654,62,566
14655,128,411
14656,203,166
14657,176,345
14658,104,276
14659,81,528
14660,73,349
14661,83,504
14662,118,215
14663,177,341
14664,140,352
14665,146,640
14666,203,1627
14667,145,113
14668,198,1020
14669,157,258
14670,136,1080
14671,96,248
14672,75,550
14673,180,686
14674,65,264
14675,78,600
14676,144,397
14677,66,1318
14678,133,420
14679,139,612
14680,127,219
14681,112,327
14682,64,286
14683,120,120
14684,106,218
14685,108,271
14686,83,304
14687,223,567
14688,75,291
14689,117,285
14690,117,696
14691,95,381
14692,43,213
14693,77,496
14694,43,198
14695,126,1228
14696,125,414
14697,866,957
14698,95,227
14699,202,770
14700,110,1166
14701,72,342
14702,57,353
14703,136,327
14704,106,260
14705,130,1332
14706,79,493
14707,43,142
14708,165,2070
14709,133,375
14710,171,365
14711,176,727
14712,58,229
14713,97,1281
14714,121,422
14715,106,798
14716,68,480
14717,106,398
14718,107,107
14719,70,698
14720,68,357
14721,86,506
14722,106,1499
14723,77,77
14724,139,2162
14725,146,244
14726,118,213
14727,109,290
14728,89,535
14729,107,708
14730,172,248
14731,226,301
14732,153,1223
14733,73,402
14734,104,524
14735,165,306
14736,92,440
14737,79,344
14738,81,81
14739,97,221
14740,100,455
14741,94,448
14742,120,425
14743,85,193
14744,224,568
14745,197,321
14746,67,236
14747,79,379
14748,49,643
14749,154,959
14750,108,408
14751,133,316
14752,79,404
14753,56,768
14754,53,448
14755,105,105
14756,132,300
14757,73,293
14758,59,256
14759,67,67
14760,73,1173
14761,178,573
14762,227,730
14763,95,221
14764,65,78
14765,227,892
14766,67,156
14767,61,94
14768,79,416
14769,45,157
14770,78,209
14771,119,799
14772,112,229
14773,41,234
14774,46,267
14775,174,975
14776,86,725
14777,40,261
14778,61,241
14779,156,526
14780,50,440
14781,77,92
14782,149,496
14783,283,1286
14784,200,577
14785,151,636
14786,82,116
14787,64,240
14788,79,2302
14789,61,461
14790,140,431
14791,233,476
14792,101,401
14793,167,290
14794,126,348
14795,132,783
14796,69,209
14797,63,2357
14798,81,497
14799,81,215
14800,81,248
14801,100,327
14802,98,282
14803,83,354
14804,17,338
14805,56,252
14806,120,239
14807,63,138
14808,84,195
14809,162,1905
14810,214,685
14811,83,83
14812,225,151
14813,190,526
14814,89,558
14815,108,466
14816,72,203
14817,72,424
14818,53,105
14819,86,543
14820,222,1237
14821,116,471
14822,128,810
14823,140,536
14824,159,364
14825,222,750
14826,93,169
14827,55,183
14828,122,499
14829,58,636
14830,53,174
14831,89,619
14832,101,218
14833,80,303
14834,68,170
14835,255,1199
14836,77,267
14837,132,586
14838,117,565
14839,63,793
14840,58,491
14841,45,251
14842,172,478
14843,174,1372
14844,103,500
14845,81,703
14846,86,86
14847,79,304
14848,141,255
14849,162,406
14850,57,380
14851,68,170
14852,74,223
14853,96,462
14854,87,312
14855,73,313
14856,202,377
14857,129,384
14858,101,144
14859,53,114
14860,65,621
14861,156,691
14862,115,734
14863,136,462
14864,55,1441
14865,115,243
14866,241,287
14867,92,192
14868,67,427
14869,100,590
14870,58,198
14871,133,786
14872,37,873
14873,90,348
14874,185,1252
14875,44,386
14876,105,502
14877,84,441
14878,116,366
14879,231,484
14880,129,358
14881,68,664
14882,66,167
14883,81,1053
14884,64,425
14885,52,809
14886,30,258
14887,87,599
14888,191,439
14889,216,740
14890,165,960
14891,228,867
14892,201,377
14893,70,667
14894,35,475
14895,84,402
14896,91,341
14897,118,451
14898,108,243
14899,140,810
14900,59,329
14901,94,1836
14902,148,376
14903,85,522
14904,145,759
14905,102,320
14906,165,714
14907,64,571
14908,83,250
14909,83,370
14910,122,535
14911,122,609
14912,56,309
14913,224,439
14914,476,460
14915,58,240
14916,107,370
14917,328,1293
14918,143,146
14919,85,470
14920,103,531
14921,58,258
14922,72,220
14923,37,272
14924,99,351
14925,275,560
14926,235,1409
14927,65,351
14928,65,474
14929,135,529
14930,43,242
14931,85,351
14932,172,330
14933,78,326
14934,144,560
14935,81,926
14936,119,183
14937,55,184
14938,49,878
14939,81,282
14940,113,1033
14941,63,1466
14942,73,275
14943,153,622
14944,60,128
14945,50,579
14946,174,556
14947,114,860
14948,94,243
14949,84,1754
14950,349,457
14951,105,467
14952,144,554
14953,167,765
14954,77,255
14955,102,255
14956,78,149
14957,54,347
14958,68,567
14959,121,252
14960,131,438
14961,100,214
14962,109,266
14963,271,360
14964,94,503
14965,49,163
14966,62,451
14967,75,75
14968,52,210
14969,55,616
14970,74,74
14971,105,335
14972,59,589
14973,55,71
14974,115,610
14975,129,307
14976,491,698
14977,60,887
14978,71,163
14979,121,479
14980,122,417
14981,237,385
14982,200,229
14983,134,296
14984,74,320
14985,175,635
14986,57,298
14987,197,497
14988,115,380
14989,36,349
14990,151,608
14991,174,274
14992,122,379
14993,205,737
14994,228,473
14995,193,1226
14996,56,665
14997,201,285
14998,46,222
14999,131,327
15000,163,257
15001,102,153
15002,118,223
15003,165,245
15004,235,325
15005,164,348
15006,138,471
15007,152,275
15008,194,584
15009,163,478
15010,32,128
15011,65,293
15012,99,358
15013,99,689
15014,61,730
15015,152,371
15016,119,410
15017,290,1290
15018,75,242
15019,40,351
15020,49,358
15021,77,650
15022,43,586
15023,43,404
15024,107,247
15025,66,603
15026,82,764
15027,94,396
15028,45,562
15029,69,255
15030,57,9244
15031,151,877
15032,68,295
15033,177,651
15034,68,543
15035,95,307
15036,112,298
15037,106,266
15038,67,456
15039,53,331
15040,51,424
15041,169,634
15042,43,301
15043,43,241
15044,121,420
15045,61,447
15046,87,903
15047,45,821
15048,91,218
15049,117,654
15050,112,392
15051,105,646
15052,86,359
15053,47,389
15054,62,79
15055,83,418
15056,64,470
15057,112,824
15058,68,208
15059,33,206
15060,31,711
15061,25,504
15062,70,298
15063,129,297
15064,60,346
15065,26,215
15066,61,408
15067,109,469
15068,32,608
15069,71,689
15070,164,487
15071,60,354
15072,181,574
15073,72,722
15074,68,236
15075,90,202
15076,238,515
15077,45,261
15078,125,1019
15079,101,202
15080,95,203
15081,76,180
15082,71,408
15083,287,2947
15084,199,779
15085,176,461
15086,80,101
15087,127,283
15088,253,448
15089,130,289
15090,71,494
15091,122,395
15092,127,354
15093,56,267
15094,99,1857
15095,158,161
15096,211,495
15097,220,1468
15098,92,603
15099,130,517
15100,97,430
15101,246,956
15102,132,587
15103,78,243
15104,77,302
15105,124,251
15106,4,121
15107,138,281
15108,53,53
15109,127,437
15110,254,956
15111,391,3212
15112,78,373
15113,142,342
15114,135,133
15115,96,686
15116,116,337
15117,164,590
15118,60,371
15119,181,1752
15120,160,389
15121,88,437
15122,65,558
15123,44,131
15124,84,779
15125,62,535
15126,236,1149
15127,106,316
15128,183,837
15129,100,201
15130,152,367
15131,62,509
15132,102,102
15133,70,193
15134,170,1063
15135,270,497
15136,143,386
15137,191,371
15138,167,246
15139,238,404
15140,43,309
15141,124,152
15142,80,601
15143,63,149
15144,47,314
15145,32,271
15146,232,1023
15147,85,2184
15148,43,1593
15149,254,2187
15150,44,294
15151,133,13184
15152,254,4273
15153,149,1359
15154,74,319
15155,78,219
15156,101,433
15157,82,569
15158,124,147
15159,148,822
15160,102,102
15161,215,1150
15162,118,301
15163,90,169
15164,112,112
15165,110,110
15166,66,1132
15167,43,280
15168,104,183
15169,71,459
15170,136,417
15171,112,413
15172,125,262
15173,108,322
15174,94,326
15175,188,1161
15176,104,945
15177,303,883
15178,100,627
15179,46,902
15180,80,257
15181,85,85
15182,104,361
15183,62,163
15184,89,150
15185,197,947
15186,186,612
15187,97,464
15188,224,336
15189,62,191
15190,121,1101
15191,44,284
15192,178,292
15193,105,351
15194,136,212
15195,117,367
15196,47,891
15197,125,465
15198,77,493
15199,136,339
15200,37,257
15201,184,822
15202,54,430
15203,120,656
15204,80,586
15205,51,293
15206,90,471
15207,112,672
15208,81,1666
15209,47,549
15210,86,318
15211,84,346
15212,120,969
15213,209,687
15214,40,263
15215,52,528
15216,199,336
15217,82,369
15218,242,127
15219,68,260
15220,44,475
15221,146,275
15222,124,477
15223,24,497
15224,132,673
15225,73,523
15226,42,600
15227,103,544
15228,61,464
15229,56,489
15230,69,410
15231,99,444
15232,93,266
15233,62,375
15234,79,589
15235,163,702
15236,249,594
15237,106,399
15238,282,1614
15239,73,436
15240,87,265
15241,56,639
15242,61,366
15243,137,502
15244,46,1310
15245,198,898
15246,118,343
15247,217,452
15248,217,411
15249,132,311
15250,203,247
15251,59,262
15252,243,432
15253,40,422
15254,64,598
15255,112,306
15256,48,501
15257,273,565
15258,82,214
15259,86,380
15260,186,711
15261,89,641
15262,88,731
15263,73,179
15264,148,408
15265,179,315
15266,116,1121
15267,65,412
15268,52,563
15269,246,510
15270,158,678
15271,92,283
15272,121,425
15273,87,260
15274,155,273
15275,266,559
15276,126,362
15277,87,186
15278,169,434
15279,100,454
15280,203,428
15281,154,533
15282,97,489
15283,87,1018
15284,91,688
15285,201,170
15286,296,275
15287,66,383
15288,53,210
15289,61,531
15290,332,492
15291,72,242
15292,132,253
15293,57,206
15294,62,231
15295,36,363
15296,100,217
15297,236,387
15298,229,609
15299,45,383
15300,99,591
15301,189,751
15302,91,274
15303,98,209
15304,68,372
15305,58,1612
15306,105,333
15307,32,433
15308,153,356
15309,42,384
15310,38,179
15311,164,349
15312,71,686
15313,220,1014
15314,81,251
15315,64,461
15316,142,463
15317,93,390
15318,42,592
15319,182,749
15320,163,493
15321,90,783
15322,53,586
15323,77,400
15324,115,597
15325,39,230
15326,43,875
15327,189,289
15328,55,228
15329,177,707
15330,70,634
15331,50,445
15332,44,327
15333,129,376
15334,67,512
15335,79,897
15336,61,382
15337,73,867
15338,36,423
15339,50,225
15340,155,382
15341,156,366
15342,57,291
15343,45,345
15344,36,88
15345,97,669
15346,55,483
15347,33,160
15348,57,777
15349,117,572
15350,190,280
15351,136,442
15352,123,204
15353,117,207
15354,139,283
15355,95,360
15356,98,619
15357,89,422
15358,124,600
15359,98,281
15360,189,1420
15361,57,3584
15362,74,363
15363,93,234
15364,32,708
15365,71,238
15366,61,891
15367,144,598
15368,211,619
15369,103,385
15370,72,371
15371,66,797
15372,82,213
15373,209,407
15374,74,401
15375,56,825
15376,199,559
15377,46,175
15378,66,301
15379,79,435
15380,53,7232
15381,61,546
15382,224,619
15383,197,1440
15384,131,1074
15385,120,333
15386,136,296
15387,158,881
15388,123,741
15389,91,473
15390,109,1352
15391,265,313
15392,321,251
15393,41,279
15394,53,210
15395,41,773
15396,40,211
15397,62,143
15398,98,320
15399,165,925
15400,42,293
15401,41,425
15402,31,381
15403,146,311
15404,86,947
15405,91,367
15406,84,313
15407,72,261
15408,85,329
15409,151,425
15410,66,1912
15411,50,435
15412,209,169
15413,55,94
15414,162,667
15415,126,615
15416,240,461
15417,61,673
15418,118,478
15419,132,765
15420,57,105
15421,222,305
15422,71,512
15423,64,299
15424,53,236
15425,56,548
15426,158,222
15427,94,361
15428,161,392
15429,195,629
15430,148,214
15431,50,177
15432,48,243
15433,80,2077
15434,378,255
15435,47,223
15436,63,1511
15437,124,361
15438,204,748
15439,55,514
15440,37,317
15441,146,560
15442,116,221
15443,61,363
15444,89,371
15445,172,408
15446,39,333
15447,33,285
15448,58,525
15449,33,337
15450,246,362
15451,77,251
15452,65,416
15453,126,351
15454,99,800
15455,126,464
15456,34,195
15457,100,356
15458,72,240
15459,65,337
15460,133,366
15461,73,450
15462,104,405
15463,103,266
15464,79,192
15465,129,611
15466,54,417
15467,151,744
15468,91,528
15469,49,221
15470,73,266
15471,59,142
15472,75,232
15473,63,224
15474,140,1172
15475,136,136
15476,81,177
15477,81,273
15478,63,574
15479,76,207
15480,92,562
15481,168,942
15482,68,493
15483,47,201
15484,76,328
