Concultatory,Title,ΔΗΜΟΣΙΟ,ΔΙΟΡΙΣΜΟΣ ΠΡΟΣΛΗΨΗ,ΕΤΑΙΡΕΙΕΣ ΑΝΩΝΥΜΕΣ,ΠΡΟΣΩΠΙΚΟ ΥΠΑΛΛΗΛΟΙ,ΥΠΑΛΛΗΛΟΙ ΔΗΜΟΣΙΟΙ
πτυχιο τμηματος ιστοριας αρχαιολογιας διαχειρισης πολιτισμικων αγαθων θεματικου κυκλου αρχαιολογιας διαχειρισης πολιτισμικων αγαθων πανεπιστημιου πελοποννησου περιλαμβανεται οριζομενους τιτλους σπουδων απαιτουνται διορισμο θεση κλαδουειδικότητας αρχαιολογων υπουργειου πολιτισμου ομοφ νομιμη αποφαση διορισμου πτυχιουχου τμηματος πανεπιστημιου πελοποννησου θεση κλαδου διοικητικου οικονομικου υπουργειου πολιτισμου δυνατοτητα μεταταξής θεση αρχαιολογων υπαλληλικου κωδικα πρωτοβουλια υπηρεσιας αιτησή ομοφ,Νομιμότητα της απόφασης διορισμού πτυχιούχου δοκίμου υπαλλήλου σε θέση του κλάδου ΠΕ Διοικητικού– Οικονομικού του ΥΠΠΟΑ και δυνατότητα μετάταξής του σε θέση του κλάδου ΠΕ Αρχαιολόγων.,0,1,0,0,1
ενδεικνυται αρχην επιδιωξει δημοσιο ανακληση διαγραφης ανωνυμου εταιρειας λυθει εκκαθαρισθει μητρωο ανωνυμων εταιρειων προβει βαρος ταμειακη βεβαιωση οφειλων προς δημοσιο αναγονται εταιρεια υφιστατο νομιμως διαπιστωθηκαν λυση εκκαθαριση διαγραφη μητρωο ανωνυμων εταιρειων ανεξαρτητως παντως ανακληθει πραξη διαγραφης λαμβανει χωρα αυτοδικαιως αναβιωση σταδιου εκκαθαρισης νομικου προσωπου εταιρειας αναγκες εκκαθαρισης ομοφ,"Εάν είναι νομικά αναγκαία η ανάκληση της διαγραφής ανωνύμου εταιρείας από το Μητρώο Ανωνύμων Εταιρειών, για την ταμειακή βεβαίωση, σε βάρος της, οφειλών προς το Δημόσιο, οι οποίες ανάγονται σε χρόνο κατά τον οποίο η εταιρεία υφίστατο νομίμως, αλλά διαπιστώθηκαν μετά τη λύση, εκκαθάριση και διαγραφή της από το Μητρώο Ανωνύμων Εταιρειών.",0,0,1,0,0
ινστιτουτο εκπαιδευτικης πολιτικης ιεπ υπαγεται πεδιο εφαρμογης ρυθμισεων αρθρων νδτος θεσπιζεται ανωτατο οριο προβλεπομενη αποζημιωση καθορισμο αποζημιωσης προσωπικου συμβαση εξαρτημενης εργασιας ιδιωτικου δικαιου αποχωρει συνταξιοδοτησης αποδεκτη,Υπαγωγή ή όχι του Ινστιτούτου Εκπαιδευτικής Πολιτικής (Ι.Ε.Π.) στις ρυθμίσεις των διατάξεων των άρθρων 2 παρ.2 του α.ν. 173/1967 και 1 παρ.1 του ν.δ/τος 618/1970.,0,0,0,1,0
υφισταται δικαιωμα αναδρομικων αποδοχων εκπαιδευτικο επειτα αναδρομικο διορισμο υπουργικη αποφαση,"Δυνατότητα ή μη λήψης αναδρομικών αποδοχών από εκπαιδευτικό, έπειτα από αναδρομικό διορισμό με Υπουργική απόφαση.",0,1,0,0,0
διοικητικο συμβουλιο περιφερειακου γενικου νοσοκομειου νικαιας δεσμευεται ακυρωτικο δεδικασμενο επανεκδοσει ακυρωθεισα διαπιστωτικη πραξη περι αποδοχης διορισμου κλαδο ιατρων εσυ περι αποχωρησεως ιατρου κατεχομενη καταργηθεισα θεση στηριζοντας διαπιστωτικη πραξη νεα πραγματικη ειδικοτερα κριθεν γεγονος υπηρξε κοινοποιηση πραξεως διορισμου ιατρου κλαδο ιατρων εσυ εγινε αρχισε ταχθεισα προθεσμια ημερων προς ορκωμοσια αναληψη υπηρεσιας,ΕΣΥ. Ιατροί. Διορισμός. Αποχώρηση.,0,1,0,0,0
επωνυμια διεθνης εκθεση θεσσαλονικης συστατικο εχουσα σκοπο εξυπηρετηση δημοσιου συμφεροντος συνολο μετοχικου κεφαλαιου δημοσιο επιχορηγειται διαλαμβανομενα νπδδ προκειται περι επιχειρησεως δημοσιου χαρακτηρος υπαγεται ρυθμιση χρηση κρατικων αυτοκινητων,Διεθνής Έκθεση Θεσσαλονίκης Α.Ε.. Χαρακτήρας. Χρήση κρατικών αυτοκινήτων.,0,0,1,0,0
νομιμοτητα ορων σχεδιου συμβασεως προμηθειων,την νομιμότητα όρων σχεδίου συμβάσεως προμηθειών,1,0,0,0,0
εταιρεια επωνυμια «αναπτυξιακη δραμας αε» χαρακτηριστικα αναπτυξιακης ανωνυμης εταιρειας οτα εταιρειας ιδιωτικου δικαιου μετοχες ανηκουν πλειοψηφια οτα λοιπους φορεις τοπικης αυτοδιοικησης εμπιπτει επιλεξιμους φορεις πρωτ προσκλησης δρασης «υποστηριξη επιχειρησεων απασχοληση προσωπικου υψηλης επιστημονικης καταρτισης» επιχειρησιακου προγραμματος «αναπτυξη ανθρωπινου δυναμικου»,Αναπτυξιακή ανώνυμη εταιρεία Ο.Τ.Α. – Επιχειρησιακό πρόγραμμα – Επιλεξιμότητα δικαιούχου.,0,0,1,0,0
συνιστωνται υγειονομικες διευθυνσεις διοικησεως υγειονομικες υπηρεσιες υποκαταστηματων ικα θεσεις ιατρων πληρους αποκλειστικης απασχολησεως ιατροι πληρους αποκλειστικης απασχολησεως τοποθετουνται προισταμενοι υγειονομικων διευθυνσεων ικα υγειονομικων υπηρεσιων υποκαταστηματωνβασει διαταξεων προσλαμβανονται ιατροι πληρους αποκλειστικης απασχολησεως θεραπευτηρια ικα ουδαμου προβλεπεται τοιαυτη ευχερεια πολυ περισσοτερον προηγουμενην συστασιν σχετικων θεσεων ουδεμια νομικη προβλεψις υφισταται, εάν δύναται να προσλαμβάνονται ιατροί πλήρους και αποκλειστικής απασχολήσεως εις τα θεραπευτήρια του ΙΚΑ.,0,1,0,0,0
διοικηση υποχρεουται ολοκληρωσει διαδικασια διορισμου ζητησει πρωτοβαθμια επιτροπη ανακληση αποφασεώς περιπτωση ανακλησεως τελευταιας αποφασεως επιτροπη ικαεταμ ανακαλεσει πραξη διορισμου εκδωσει υποχρεουται διορισει ολοκληρωσει οικεια διαδικασια,ΙΚΑ-ΕΤΑΜ – Ολοκλήρωση διαδικασίας διορισμού ατόμου με αναπηρία.,0,1,0,0,0
ειδικη προσθετη μηνιαια αμοιβη χορηγειται υπαλληλους κεντρικης υπηρεσιας υπουργειου εσδδα γενικης γραμματειας δημοσιας διοικησης ηλεκτρονικης διακυβερνησης δυναμει κοινης αποφασης υπουργων εσδδα οικονομικων προερχεται εσοδα εθνικου τυπογραφειου καταβαλλεται ακεραιο κανενα περιορισμο υπαλληλους παραπανω υπηρεσιων μετακινουνται αποσπωνται στελεχωση γραμματειας σωματος επιθεωρητων ελεγκτων δημοσιας διοικησης ειδικη υπηρεσια υπουργειου εσωτερικων δημοσιας διοικησης αποκεντρωσης,Χορήγηση ειδικής πρόσθετης αμοιβής στους υπαλλήλους της Γενικής Γραμματείας Δημόσιας Διοίκησης και Ηλεκτρονικής Διακυβέρνησης που έχουν μετακινηθεί στο Σώμα Επιθεωρητών - Ελεγκτών Δημόσιας Διοίκησης.,0,0,0,0,1
συνδρομη προυποθεσεων εδαφιο τριτο περιπτα’ υποπεριπτ ισχυει θεμελιωση σχεσης μητρικης προς θυγατρικη εταιρεια αλλοδαπης εταιρειας συσταθεισας συμμετοχη ανωνυμης εταιρειας ωστε υπαχθει προσληψη αλλοδαπου υπηκοου τριτης χωρας θεση ανωτατου διευθυντικου στελεχους τελευταιας περιπτα’ ισχυει ειδικοτερα εκτιθεμενα γνωμοδοτηση,"Σχέση μητρικής - θυγατρικής εταιρείας, σύμφωνα με την παρ.5α υποπερίπτ. (γγ) και (δδ) του άρθρου 42Ε του Ν 2190/1920. Πρόσληψη διευθυντικού στελέχους σύμφωνα με την παρ.1α του άρθρου 17 του Ν 3386/2005.",0,1,1,0,0
εναρξη πειθαρχικης διωξεως υπαλληλου ενωπιον πειθαρχικου συμβουλιου ακολουθια πειθαρχικη εκκρεμοδικια δημιουργει υπαλληλικου κωδικα εκδοση υπουργο παραπεμπτηριου εγγραφου μεταγενεστερη υποβολη παραιτησεως,Δημόσιοι υπάλληλοι. Κλήση σε απολογία. Παραίτηση. Πειθαρχική εκκρεμοδικία. Υποβολή παραιτήσεως.,0,0,0,0,1
εγκριση κανονισμου ελληνικης ομοσπονδιας κρικετ ελοκ γγα προηγουμενη ερευνα υπηρχε νομιμη απαρτια πλειοψηφια οικεια γενικη συνελευση ελοκ αναμορφωση αρθρων κανονισμου,Δόκιμοι δημόσιοι υπάλληλοι. Πρόσληψη. Απόσπαση. Σύμβαση έργου.,0,1,0,0,1
υπαλληλος διοριστηκε ακυρωτικη παραλειψεως διοικησεως αποφαση διοικητικου εφετειου αναδρομικα θεση επιμελητου τελωνειου κλαδου δικαιουται αποδοχων θεσεως αναδρομικα ομοια γνωμοδοτηση,Αναδρομικότης αποδοχών υπαλλήλου διορισθέντος μετά ακυρωτική απόφαση (επί παραλείψεως διορισμού,0,1,0,0,1
μεταβιβασεις διανομες ευρισκομενης κατω σουλι μαραθωνος εκτασεως αναγνωρισθηκε ιδιωτικη δασικη εκταση δυναμει αριθ αποφασεως υπουργου γεωργιας δεδομενο δασικο χαρακτηρα νομιμες διαταξεις δασικης νομοθεσιας συμβολαιο συμβφου πειραιως θεραπευσει ελλειψη νομιμοτητος προγενεστερων συμβολαιων τοιουτου συμβολαιογραφου,Ιατροί. Ειδικότητα. Πρόσληψη. Κώλυμα.,0,1,0,0,0
ορθοτερη αποψη οτανπαρέλθουν προθεσμιες ετει εδα οινοποιηθει εργοδοτη κατακυρωση διαγωνισμου παυει σχυς τησπροσφορας αυτοδικαιως χρειαζεται οποιαδηποτε δηλωση ανακλησεως προσφορας συναινεσει μειοδ οτης δυνατο καταρτισθει συμβαση εργολαβιας,Πάροδος προθεσμίας εντος της οποίας δεσμεύεται ο υποβαλλώ ν την προσφορά μειοδότης σε διαγωνισμό δημοσίων Εργων.Συνέπειες.,1,0,0,0,0
συντρεχει νομιμη περιπτωση εκδοσης καταλογιστικων πραξεων προς αναζητηση αποδοχων καταβληθηκαν διαστηματα διετελεσαν προισταμενοι γενικης διευθυνσης εφαρμογων ερευνας υπουργειου αγροτικης αναπτυξης τροφιμων γενικοι διευθυντες παρειχαν καλοπιστως προσηκοντως υπηρεσιες θεση αποφασεων επιλογης τοποθετησής διαρκεια ισχυος τεκμηριου νομιμοτητας αποφασεων,"Καταλογισμός ή μη σε υπαλλήλους, που διετέλεσαν Προϊστάμενοι Γενικής Διεύθυνσης του Υπουργείου Αγροτικής Ανάπτυξης και Τροφίμων, των αποδοχών που εισέπραξαν κατά το διάστημα της θητείας τους, μετά την ακύρωση της τοποθέτησής τους στη θέση των Γενικών Διευθυντών, με αποφάσεις του Συμβουλίου της Επικρατείας.",0,0,0,0,1
διαταξεων φορεις απασχολησεως συμπεριλαμβανονται φορεις κυριας ασφαλισεως αυτοαπασχολουμενων ασφαλιζουν λοιπους πλην μισθωτων ασφαλισμενους,Κανονισμοί ΕΟΚ. Ενδικοφανής προσφυγή εκ μέρους του Δημοσίου κατά παρανόμων νομαρχιακών αποφάσεων.,1,0,0,0,0
επιλογη προισταμενου κεντρικης υπηρεσιας γενικων αρχειων κρατους υποψηφιος υπαλληλος τετραετη υπηρεσια βαθμο,Γενικά Αρχεία του Κράτους. Κεντρική Υπηρεσία. Προϊστάμενος. Προσόντα.,1,0,0,1,1
συννομο καθορισμο οριογραμμης παλαιου αιγιαλου γεν αρμοδια επιτροπη προβαινουν αυτοτελως διαπιστωση αντιστοιχες διαπιστωσεις συμπιπτουν περιπτωση διοικητικη οριοθετηση αιγιαλου διαπιστωθει φυσικα τεχνικα αιτια μετακινηθει τουτος προς θαλασσα δυνατος καθορισμος παλαιας θεσης αρμοδια επιτροπη προβαινει χαραξη οικειο τοπογραφικο διαγραμμα οριογραμμης παλαιου αιγιαλου κυανη γραμμη κριτηριο μεγαλυτερες συνηθεις αναβασεις κυματων αναγομενη οποιοδηποτε χρονικο σημειο παρελθον χωρο εκτεινεται οριων αφενος υφισταμενου καθορισμο αιγιαλου παλαιου αιγιαλου υπαρχουν κατοχες προκυπτει κατοπιν ερευνης υφισταντο ετος αφορουν εδαφη νομιμα παραχωρηθει δημοσιο οριογραμμη παλαιου αιγιαλου τοποθετηθει οριο ετος,Αιγιαλός. Καθορισμός ορίων παλαιού αιγιαλού. Αρμόδιες επιτροπές. Γενικό Επιτελείο Ναυτικού (ΓΕΝ,1,0,0,0,0
υπαλληλος μεταταχθηκε δημο αθηναιων νομιμως καταταγει εισαγωγικο μισθολογικο κλιμακιο υπουργειο προεδριας κυβερνησεως καταταγει τελευταιο μισθολογικο κλιμακιο κατειχε μεταταξεως υπουργειο ζητησει δημο ανακληση παρανομης καταταξεως συμβει προβει αναλογη διορθωση αντιθετη περιπτωση προαγαγει μισθολογικα υπαλληλο μεχρις οτου εξισωθουν αποδοχες εκεινες εδικαιουτο γινει ορθη καταταξη,Υπάλληλοι δημόσιοι. Μετάταξη. Μισθολογικά κλιμάκια. Κατάταξη.,0,1,0,0,0
ασκηση ιδιωτικου εργου αμοιβη υπαλληλο αδεια υπηρεσιακου συμβουλιου ετσι ωστε ελεγχεται συμβατοτητά προς δημοσιουπαλληλικη ιδιοτητα περιορισμος αντικειται ελευθερια εργασιας συνταγματος μελη εεδιπ δημοσιοι λειτουργοι μελη δεπ δημοσιοι υπαλληλοι υπο ιδιοτητά ζητηματα αδειων γενικα ασκηση ιδιωτικου εργου αμοιβη υπαγονται αποκλειστικα ρυθμισεις υπαλληλικου κωδικα ειδικη ρυθμιση εξαιρουνται υπαγωγη συγκεκριμενη διαταξη κωδικα κατατεινει αναιρεση δημοσιουπαλληλικης ιδιοτητας,Α.Ε.Ι. – Ε.Ε.ΔΙ.Π. – Άδεια άσκησης ιδιωτικού έργου.,0,0,0,0,1
ανωνυμη εταιρεια επωνυμια «j… and sa» υπεισερχεται θεση εταιρειας «a…c… επε» διαρκεια διαγωνιστικης διαδικασιας βεβαια προσκομισει καλουμενη προς υπηρεσια αναγκαια τυπικα δικαιολογητικα οριζονται διακηρυξη οποιων εγγυητικη επιστολη συμμετοχης εκδοθεισας ονομά κριθει συγκεντρωνει τυπικες προυποθεσεις συμμετοχης διαγωνισμο γνωστοποιηση μεταβολης υποβολη σχετικων δικαιολογητικων γινει δι’ απλου εγγραφου επιστολης νεας εταιριας νομιμως υπογεγραμμενης νομιμο εκπροσωπο υπο εταιρικη επωνυμια,Δημόσιος ανοικτός διαγωνισμός για τον καθημερινό καθαρισμό των κτιρίων του Υπουργείου Εξωτερικών.,0,0,1,0,0
σαφη διατυπωση σχετικου ορου κανονιστικων αποφασεων καθοριζουν ορια κοστους επενδυσης συμμετοχη δημοσιου διαταξεις προκυπτει κανονιστικες αποφασεις εφαρμοζονται επενδυσεις αρχικη πραξη υπαγωγης εκδοθει υπο εφαρμογη περιπτωση υπο απλως πραγματοποιηθει επενδυση εκδοθει τροποποιητικη αποφαση αυξηση προβλεπομενου αρχικη εγκριτικη αποφαση κοστους επενδυσεως,Ιδιωτικές επενδύσεις. Υπουργικές αποφάσεις ορίζουσες όρια κόστους επένδυσης για τη συμμετοχή του Δημοσίου. Εκταση και χρονικά όρια εφαρμογής τους.,1,0,0,0,0
αρκει επιδειξη σχετικης βεβαιωσεως εργοληπτικης επιχειρησεως περι εγγραφης μητρωο εργοληπτικων επιχειρησεων μεεπ διενεργεια δημοσιου διαγωνισμου απαιτουμενης καταθεσεως κατατεθεν ελαττωματικο αντιγραφο γεννα ακυροτητα πραξη διοικητικου συμβουλιου ανωνυμου εταιρειας δημοσιευθεισα θεωρειται τριτου υπαρχουσα ουτος επικαλειται αποδεικνυει στηριξε συναλλακτικη βουλησή ανυπαρξιας δημοσιευσεως ανταποδεικνυεται εταιρεια ανεξαρτητα ελλειψη δημοσιευσεως εγνωριζε υπαρξη οικειας πραξεως εταιρειας απορρεουσα απαγορευση μεν αναφερεται στελεχη εταιρειας διαταξεως απλα μελη διοικητικου συμβουλιου κυρωση επιφερει εγγραφη ανανεωση μητρωο εργοληπτικων επιχειρησεων μεεπ ακυροτητα εταιρειας προς εκπροσωπευτικη ικανοτητα προσκομιζεται περι βεβαιωση στελεχωση εργοληπτικης επιχειρησης επηρεαζει εκπροσωπευτικη ικανοτητα εταιρειας προσαγεται βεβαιωση προκυπτει νομιμη εγγραφη εταιρειας μεεπ,Δημόσια έργα. Διαγωνισμός. Συμμετοχή. Εργοληπτικές Επιχειρήσεις. Εγγραφή στα Μητρώα.,0,0,1,0,0
δημοσιο οφειλει προβει αρση κατασχεσεων χειρας πιστωτικου ιδρυματος τριτου χρηματικων απαιτησεων προβληματικων επιχειρησεων υπαγομενων καθεστως ειδικης εκκαθαρισεως αρθρων χρηματικες απαιτησεις υπεβληθησαν πιστωτικο ιδρυμα θετικες δηλωσεις συνεχεια ανεκληθησαν κατασχεσεις επεβληθησαν παραβαση διαταξεως απαγορευει αναγκαστικη εκτελεση,"Άρση κατασχέσεως Δημοσίου εις χείρας τρίτου, λόγω ανακλήσεως θετικής δηλώσεως.",1,0,0,0,0
υπουργος εθνικης αμυνας αρμοδιο οργανο συσταση στρατιωτικων μοναδων υπομοναδων εξουσιοδοτηση στρατιωτικο φαρμακειο στρατιωτικη μοναδα ρητα οριζεται υπουργος εθνικης αμυνας αρμοδιοτητα ιδρυσης υπομοναδων υποκαταστηματων προκειμενω αποφαση ιδρυσης υποκαταστηματων στρατιωτικου φαρμακειου αθηνα σαλαμινα σουδα κρητης οργανικη υπαγωγη πολεμικο ναυτικο εκδοθει προταση ανωτατου ναυτικου συμβουλιου ανς μνημονευεται προοιμιο υπουργικης αποφασης,Δημόσιο. Συνταξιούχοι. Εγγραφή στο Μητρώο Μελετητών.,1,0,0,0,0
ενσταση εκθεσεως επικινδυνου οικοδομης συνταχθεισης διαταξεις περι επικινδυνων οικοδομων υπο προβλεπομενων προσωπων υποβαλουν αρμοδιες υπηρεσιες τηρωντας σχετικες προθεσμιες κηρυχθει διατηρητεο ευθυνες ληψεως υποδειχθεντων μετρων προστασιας υφιστανται περαν θεσπιζομενων ιδιοκτητη διατηρητεου ετοιμορροπου αρμοδια οργανα σχετικων γενικων διαταξεων,Δημόσιο. Προσωπικό με σύμβαση έργου. Κατάταξη σε οργανικές θέσεις με σύμβαση εργασίας ιδιωτικού δικαίου αορίστου χρόνου.,1,0,0,1,0
πεδιο εφαρμογης κυα διοικητικης μεταρρυθμισης ηλεκτρονικης διακυβερνησης οικονομικων «καθιερωσης υπερωριακης κλπ εργασιας» εμπιπτουν υπαλληλοι υπηρετουν γραφεια διοικητη υποδιοικητων ικαεταμ κατεχουν οργανικες θεσεις ειδικων συνεργατων,ΙΚΑ ΕΤΑΜ – Ειδικοί συνεργάτες Διοικητή και Υποδιοικητών – Ρύθμιση της υπερωριακής τους απασχόλησης.,0,0,0,1,0
τακτικοι οδηγοι κτελ κτελ οδηγοι ιδιοκτητες λεωφορειων μισθωμενων ενταγμενων νομικα προσωπα ανηκουν προσωπικο υποχρεουνται αρχην προσλαμβανουν διαταξεις προσωπα προστατευομενα απασχολουμενα ατομα συμπεριλαμβανομενων οδηγων οδηγων ιδιοκτητων λεωφορειων υπερβαινουν πενηντα,Αναγκαστικές τοποθετήσεις. Προσωπικό ΚΤΕΛ.,0,0,0,1,0
προσληψη δικηγορου νομικα προσωπα δημοσιου τομεα προκειμενω γενγραμματεια αποδημου ελληνισμου παρανομη ακυρη συμβαση παροχης νομικων υπηρεσιων δημοσιο ισχυει εμμισθη εντολη κωδικα δικηγορων δικηγορος εμπιπτει ευεργετικες διαταξεις εδαφιου παραγραφου καταλαβει οργανικη θεση δικηγορου γενγραμματειαν τηρηση διαδικασιωνπρουποθέσεων επιλογη υστερα προκηρυξη,Δικηγόροι. Προσλήψεις στον Δημόσιο τομέα. Ένταξη δικηγόρου από σχέση εργασίας αορίστου χρόνου σε αντίστοιχη οργανική θέση δικηγόρου με έμμισθη εντολή.,0,1,0,0,0
διευθυνση εκμεταλλευσεως τμα΄ εισαγωγης επεξεργασιας ελεγχου στοιχειων γενικης διευθυνσεως πληροφορικης ικαεταμ υποχρεουται ανακαλεσει αποφασεις ενταχθηκαν πληροφοριακο συστημα μισθοδοσιας προσωπικου ικα υπαλληλοι οποιων διορισμος ηκυρωθη δικαστικως εισαγαγει ανακλητικες αποφασεις συστημα προισταμενος αμεσως ειρημενης διευθυνσεως πλαισια συμμορφωσεως προς ακυρωτικες δικαστικες αποφασεις κατοπιν αμεσως εκτεθεισων ενεργειων υποχρεουται υπο ιδιοτητά εκκαθαριστου μισθοδοσιας τακτικων αποδοχων πασης φυσεως προσωπικο ικαεταμ διακοψει μισθοδοσια υπαλληλων οποιων διορισμος ηκυρωθη δικαστικως πραξη ενταξεως συστημα ανεκληθη αναγκαια προσφορα στοιχεια σκοπο διακοπης μισθοδοσιας υπαλληλων δικαστικες αποφασεις ηκυρωθη διορισμος ικαεταμ αμεσως αναφερθεισα διευθυνση ικαεταμ αρμοδια παραλαβει ελεγξει αποφασεις στοιχεια προς ενταξη συστημα εισαγαγει,ΙΚΑ-ΕΤΑΜ – Ακυρωτική διαδικασία διορισμού υπαλλήλων – Συμμόρφωση διοικήσεως προς αποφάσεις του Δ.Ε.Α. – Ενέργειες της διοικήσεως.,0,1,0,0,0
φυσικο προσωπο περισσοτερες μιας ιθαγενειες μια ελληνικη ελλαδα θεωρειται ημεδαπος αλλοδαπος υπαλληλο αλλοδαπης εταιρειας αλλοδαπη ελληνικη ιθαγενεια αδεια παραμονης εργασιας ελλαδα συνεπεια ισχυει δικαιωμα ατελους εισαγωγης αυτοκινητου ιδιωτικης χρησεως,Πρόσωπο που έχει αλλοδαπή και ελληνική ιθαγένεια θεωρείται ημεδαπός. Ατελής εισαγωγή ΙΧ αυτοκινήτου από αλλοδαπό προσωπικό αλλοδαπών εταιρειών.,0,0,0,1,0
γεωπονοι δημοσιοι υπαλληλοι αποσπασμενοι γεωργικους συνεταιρισμους μπορουν υπευθυνοι καταστηματα εμποριας γεωργικων φαρμακων συνεταιρισμων,Μη δυνατότητα εμπορίας γεωργικών φαρμάκων από γεωπόνους δημόσιους υπαλλήλους αποσπασμένους σε γεωργικούς συνεταιρισμούς.,0,0,0,0,1
πειθαρχικη ποινη προστιμου προβλεπεται «κωδικας δημοσιων πολιτικων διοικητικων υπαλληλων υπαλληλων νδ» ισχυει υπολογιζεται καθαρων μηνιαιων αποδοχων εισπραττει υπαλληλος εκδοσης πρωτοβαθμιας πειθαρχικης αποφασης προκυπτουν αφαιρεση κρατησεων,"Υπoλογισμός του προστίμου, που προβλέπεται ως πειθαρχική ποινή στην περ.β’ της παρ.1 του άρθρου 109 του ισχύοντος Υπαλληλικού Κώδικα (ν.3528/2007), επί των μηνιαίων αποδοχών του υπαλλήλου.",0,0,0,0,1
προυποθεση συντελεση μεταταξης δημοσιου υπαλληλου οτα βαθμου προηγουμενη νομιμη αποσπασή ενα ετος,"Μετάταξη δημοσίου υπαλλήλου σε ΟΤΑ α΄ βαθμού, κατ εφαρμογή του άρθρου 23 Ν 2738/1999.",0,0,0,0,1
αποκοπη μηνιαια αποζημιωση προεδρου μελων επιτροπης διερευνησης ατυχηματων ασφαλειας πτησεων εδααπ ειδικη προσθετη αμοιβη υπαλληλων καθοριστηκαν πλαισιου σχετικης εξουσιοδοτησης νομιμως θεωρηση αποζημιωση αμοιβη εμπιπτουν πεδιο εφαρμογης διαταξεων ρυθμιστηκε νομοθετικα,"Υπαγωγή ή μη, στις διατάξεις του άρθρου 21 του ν. 4024/2011, της κατ’ αποκοπήν μηνιαίας αποζημίωσης του Προέδρου και των μελών, καθώς και της ειδικής πρόσθετης αμοιβής των υπαλλήλων της Επιτροπής Διερεύνησης Ατυχημάτων και Ασφάλειας Πτήσεων (Ε.Δ.Α.Α.Π.",0,0,0,1,0
χρονος επιδοτησεως τακτικης ανεργιας συνυπολογιζεται συμπληρωση ημερων εργασιας αρθρον πραγματοποιηθει ασφαλιση τελευταιου ασφαλιστικου οργανισμου συνταξιοδοτηθουν προσωπα ασφαλισθηκαν διαδοχικα περισσοτερους εναν οργανισμους,ΙΚΑ. Διαδοχική ασφάλιση. Συνυπολογισμός χρόνου επιδοτήσεως λόγω τακτικής ανεργίας ως χρόνου ασφαλίσεως στον τελευταίο ασφαλιστικό φορέα.,0,0,1,0,0
προεδρος κοινοτητας υπηρετουσε εναρξη ισχυος υπευθυνος νελε σχεση μετατραπηκε σχεση εργασιας ιδιωτικου δικαιου αοριστου χρονου οποιος παραιτηθηκε θεση ασυμβιβαστου δικαιωμα διορισμου θεση διαταξεων προσετεθη,Πρόεδροι Κοινοτήτων. Παραίτηση από δημόσια θέση λόγω ασυμβιβάστου. Επαναδιορισμός.,0,1,0,1,0
